epoch,host_mem_available_bytes,host_swap_used_bytes,parser_current_bytes,parser_peak_bytes,worker_1_current_bytes,worker_1_peak_bytes,worker_2_current_bytes,worker_2_peak_bytes,worker_3_current_bytes,worker_3_peak_bytes,worker_4_current_bytes,worker_4_peak_bytes
1788153958,3840008192,95834112,12990341120,15032385536,45199360,49037312,45170688,46972928,45137920,46981120,45142016,49700864
1788153960,3871670272,95834112,13050220544,15032385536,45252608,49037312,45199360,46972928,45195264,46981120,45285376,49700864
1788153963,3908751360,95834112,12939476992,15032385536,45129728,49037312,45121536,46972928,45133824,46981120,45191168,49700864
1788153965,3934695424,95834112,13049937920,15032385536,45137920,49037312,45182976,46972928,45150208,46981120,45187072,49700864
1788153967,3846819840,95834112,12939517952,15032385536,45191168,49037312,45129728,49491968,45129728,46981120,45223936,49700864
1788153970,3761778688,95834112,12966793216,15032385536,45146112,49037312,45248512,49491968,45182976,46981120,45125632,49700864
1788153972,3918991360,95834112,12967100416,15032385536,45187072,49037312,45129728,49491968,45228032,46981120,45187072,49700864
1788153974,3927896064,95834112,12967346176,15032385536,45195264,49037312,45207552,49491968,45137920,46981120,45191168,49700864
1788153976,3808169984,95834112,12966580224,15032385536,45187072,49037312,45199360,49491968,45142016,46981120,45195264,49700864
1788153979,3883212800,95834112,12966981632,15032385536,45215744,49037312,45178880,49491968,45207552,46981120,45285376,49700864
1788153981,3839782912,95834112,13101113344,15032385536,45207552,49037312,45191168,49491968,45203456,46981120,45441024,49700864
1788153983,3782696960,95834112,13089767424,15032385536,45223936,49037312,45228032,49491968,45191168,46981120,45133824,49700864
1788153985,3839029248,95834112,12920389632,15032385536,45191168,49037312,45178880,49491968,45191168,46981120,45264896,49700864
1788153988,3940712448,95834112,13177708544,15032385536,45277184,49037312,45211648,49491968,45133824,46981120,45195264,49700864
1788153990,3848065024,95834112,12950773760,15032385536,45191168,49037312,45182976,49491968,45125632,46981120,45133824,49700864
1788153992,3799543808,95834112,12979138560,15032385536,45133824,49037312,45121536,49491968,45178880,46981120,45195264,49700864
1788153994,3783262208,95834112,13075640320,15032385536,45219840,49037312,45182976,49491968,45187072,46981120,45395968,49700864
1788153996,3840147456,95834112,12923080704,15032385536,45137920,49037312,45133824,49491968,45125632,46981120,45195264,49700864
1788153999,3767697408,95834112,13034749952,15032385536,45129728,49037312,45121536,49491968,45129728,46981120,45125632,49700864
1788154001,3870670848,95834112,12951064576,15032385536,45187072,49037312,45211648,49491968,45187072,46981120,45326336,49700864
1788154003,3865214976,95834112,13036494848,15032385536,45232128,49037312,45178880,49491968,45178880,46981120,45490176,49700864
1788154005,3818524672,95834112,13006995456,15032385536,45191168,49037312,45187072,49491968,45256704,46981120,45137920,49700864
1788154008,3808854016,95834112,13100646400,15032385536,45187072,49037312,45166592,49491968,45211648,46981120,45178880,49700864
1788154010,3915190272,95834112,13029285888,15032385536,45133824,49037312,45133824,49491968,45277184,46981120,45187072,49700864
1788154012,3727233024,95834112,13106417664,15032385536,45346816,49037312,45182976,49491968,45449216,46981120,45182976,49700864
1788154015,3838308352,95834112,13043195904,15032385536,45129728,49037312,45133824,49491968,45182976,46981120,45481984,49700864
1788154017,3805478912,95834112,13024694272,15032385536,45281280,49037312,45182976,49491968,45252608,46981120,45187072,49700864
1788154019,3855507456,95834112,12964548608,15032385536,45142016,49037312,45125632,49491968,45146112,46981120,45293568,49700864
1788154021,3797401600,95834112,13101457408,15032385536,45150208,49037312,45187072,49491968,45125632,46981120,45125632,49700864
1788154024,3626102784,95834112,13253623808,15032385536,45191168,49037312,45248512,49491968,45133824,46981120,45129728,49700864
1788154026,3726970880,95834112,13189107712,15032385536,45142016,49037312,45178880,49491968,45187072,46981120,45395968,49700864
1788154028,3673808896,95834112,13419446272,15032385536,45182976,49037312,45125632,49491968,45129728,46981120,45285376,49700864
1788154030,3803320320,95834112,13036609536,15032385536,45129728,49037312,45187072,49491968,46632960,48054272,45125632,49700864
1788154032,3939782656,95834112,12904366080,15032385536,45191168,49037312,46632960,49491968,46632960,48054272,45133824,49700864
1788154034,4229603328,95834112,12652109824,15032385536,45195264,49037312,46579712,49491968,46624768,48111616,46645248,49700864
1788154036,4128706560,95834112,12437073920,15032385536,45199360,49037312,46632960,49491968,46620672,48111616,46702592,49700864
1788154038,4302487552,95834112,12436856832,15032385536,46612480,49037312,46575616,49491968,46575616,48111616,46739456,49700864
1788154039,4354322432,95834112,12436946944,15032385536,46616576,49037312,46575616,49491968,46624768,48111616,46587904,49700864
1788154041,4358955008,95834112,12436803584,15032385536,46669824,49037312,46624768,49491968,46628864,48111616,46628864,49700864
1788154043,4359483392,95834112,12436807680,15032385536,46673920,49037312,46579712,49491968,46575616,48111616,46637056,49700864
1788154044,4333359104,95834112,12436803584,15032385536,46616576,49037312,46628864,49491968,46583808,48111616,46579712,49700864
1788154046,4354637824,95834112,12436803584,15032385536,46612480,49037312,47030272,49491968,46579712,48177152,46583808,49700864
1788154048,4388814848,95834112,12436803584,15032385536,46657536,49037312,47042560,49491968,46637056,48177152,46579712,49700864
1788154050,4400848896,95834112,12436815872,15032385536,46694400,49037312,47095808,49491968,46567424,48177152,46583808,49700864
1788154052,4399411200,95834112,12437053440,15032385536,46665728,49037312,47083520,49491968,46567424,48177152,46571520,49700864
1788154053,4379725824,95834112,12436803584,15032385536,46657536,49037312,47095808,49491968,46632960,48177152,46632960,49700864
1788154055,4379471872,95834112,12436803584,15032385536,46616576,49037312,47095808,49491968,46583808,48177152,46637056,49700864
1788154057,4380524544,95834112,12436852736,15032385536,46673920,49037312,47038464,49491968,46886912,48320512,46645248,49700864
1788154059,4383584256,95834112,12436799488,15032385536,46620672,49037312,47042560,49491968,46878720,48427008,46571520,49700864
1788154060,4354310144,95834112,12436852736,15032385536,46661632,49037312,47042560,49491968,0,0,46579712,49700864
1788154062,4503609344,95834112,12437118976,15032385536,46669824,49037312,0,0,0,0,46575616,49700864
1788154064,4533280768,95834112,12436856832,15032385536,46669824,49037312,0,0,0,0,46751744,49700864
1788154065,4598611968,95834112,12436803584,15032385536,46620672,50774016,0,0,0,0,0,0
1788154067,4606713856,95834112,12436848640,15032385536,46735360,50774016,0,0,0,0,0,0
